game_id,observed,p_value,p_adj,mean,sd,miss_streaks,make_streaks
401507310,0.32499999999999996,0.03544456751585943,1,-0.11460805392072113,0.26691235674432556,16,10
401578574,0.282051282051282,0.06756482982171799,1,-0.12869671052416676,0.28675037522993696,13,6
401507243,0.2222222222222222,0.0909,1,-0.11206298194237822,0.26523568649796636,9,12
401507248,0.23636363636363633,0.0934242181234964,1,-0.11569200821897233,0.27842590375283993,10,11
401507322,0.2077922077922078,0.10704281712685074,1,-0.11401284921097259,0.27282157323332357,7,11
401578554,0.2142857142857143,0.11316768936726687,1,-0.10915660127390032,0.26940780414412974,21,10
401507292,0.2391304347826087,0.11359212183671133,1,-0.1343707296578622,0.27969570486481066,23,2
401507256,0.19841269841269843,0.12274876748163799,1,-0.12731759548723445,0.2847424817752069,14,9
401507134,0.1428571428571429,0.17466199298948423,1,-0.11180879563526287,0.26626694810066515,6,14
401507199,0.125,0.2020100502512563,1,-0.12612356327114546,0.28668768337085426,3,8
401507329,0.09999999999999998,0.2347939175670268,1,-0.11079005621538578,0.269327523939045,10,10
401578566,0.08333333333333331,0.25901875901875904,1,-0.14349856282490583,0.2998837438214608,12,4
401507338,0.07142857142857145,0.2616325711993582,1,-0.11640801805468756,0.2765093721364388,14,6
401507164,0.06666666666666671,0.2747021723896286,1,-0.12385744944728946,0.28812146572774167,6,5
401507210,0.020833333333333315,0.3329270769855779,1,-0.13305182881164884,0.2900493611453169,16,3
401507332,0.015151515151515138,0.33620136124309746,1,-0.12981846064652686,0.27719991138988753,22,3
401507234,0,0.3690572119258662,1,-0.1406413293579567,0.29798000412239395,9,3
401507187,0,0.3758900812355832,1,-0.12145307263008116,0.2734010872386971,6,12
401507221,0,0.391378275655131,1,-0.11411502237717018,0.2666766307180754,9,9
401507156,0,0.39173504102461476,1,-0.11288412750654647,0.2721272082126731,12,3
401507163,-0.036363636363636376,0.4116055321707757,1,-0.11684713130954275,0.27237024861106784,11,5
401507304,-0.0444444444444444,0.43880716501551087,1,-0.10366649372636058,0.25866834975720526,9,10
401507317,-0.06666666666666671,0.45189687696499686,1,-0.12581140083736858,0.2759351558852795,20,3
401507298,-0.05555555555555558,0.46039207841568314,1,-0.10929908979558382,0.26259473667982464,9,10
401507195,-0.08333333333333331,0.5080032012805122,1,-0.10344189362534324,0.26295276418751506,6,4
401507311,-0.12698412698412703,0.5523494639815649,1,-0.11573998276806655,0.2717266963870999,9,7
401578564,-0.14285714285714285,0.553750501403931,1,-0.12482234549199682,0.28581172453593384,7,7
401507368,-0.13095238095238093,0.5614175593152467,1,-0.11647557778488721,0.27433124793844205,7,12
401578572,-0.13636363636363635,0.5650260104041617,1,-0.1189197119842443,0.27140603892255144,10,11
401507205,-0.15555555555555556,0.5678195488721804,1,-0.12772357064657863,0.28588951164624865,5,9
401507363,-0.16666666666666674,0.6109775641025641,1,-0.11832787147489589,0.2692372750051079,6,15
401507261,-0.20634920634920634,0.655393235941565,1,-0.11641626583525545,0.27225078472249187,7,9
401507278,-0.23809523809523808,0.6828096858114869,1,-0.12421086227311139,0.28420888387906995,7,6
401578550,-0.2545454545454545,0.7228359108254669,1,-0.10961544753771947,0.2695596036871478,11,5
401507141,-0.30000000000000004,0.7251678861381177,1,-0.13895525024334132,0.29872279674377605,5,4
401507176,-0.33333333333333337,0.7417845152100926,1,-0.13348383726544155,0.2894919496245236,2,12
401578573,-0.3684210526315789,0.7679890871888144,1,-0.13364951418441587,0.2786518590066534,19,1
401507240,-0.375,0.7765731077110143,1,-0.12747013153683415,0.2798820768555916,3,16
401507343,-0.39999999999999997,0.8110709987966306,1,-0.13194444168792702,0.29614322750048927,5,5
401578562,-0.380952380952381,0.83026236731424,1,-0.11959780254779476,0.2746288151089718,7,9
401507348,-0.375,0.8477390956382553,1,-0.1055558709641318,0.26316048315065477,8,3
401507216,-0.5,0.9077949651198058,1,-0.1196018180997551,0.2815551453380716,2,8
401507282,-0.5714285714285714,0.9299158990788947,1,-0.12715598349793208,0.2831682325237392,3,7
401507149,-0.5555555555555556,0.9348436246992783,1,-0.12094131726279826,0.27244807673520083,9,3
401578571,-0.6,0.9366847280754566,1,-0.13082629391626036,0.2887639462123247,5,5
401507146,-0.5,0.9371685842921461,1,-0.10038962337679674,0.24963254240570093,10,3
401507229,-0.6,0.9410644482309312,1,-0.12644677075149668,0.2836428523036675,10,2
401507169,-0.8,0.9826496840838431,1,-0.13560103329449144,0.29695415729244,5,3
401507266,-0.8333333333333334,0.9953990798159632,1,-0.1033967171699865,0.25855079454346613,6,3
