season,team_id,game_id,miss_streaks,make_streaks,fga,fgm
2023,16,401507343,13,3,71,28
2023,16,401507352,11,2,65,26
2023,16,401507356,5,8,67,38
2023,16,401507360,14,4,70,27
2023,16,401507367,5,4,66,33
2023,16,401578551,10,3,75,31
2023,16,401578555,14,6,70,29
2023,17,401507134,6,14,73,40
2023,17,401507141,5,4,59,31
2023,17,401507146,10,3,80,37
2023,17,401507149,9,3,72,32
2023,17,401507156,12,3,70,33
2023,17,401507163,11,5,72,32
2023,17,401507164,6,5,63,32
2023,17,401507169,5,3,60,28
2023,17,401507176,2,12,65,38
2023,17,401507187,6,12,70,39
2023,17,401507195,6,4,74,35
2023,17,401507199,3,8,65,36
2023,17,401507205,5,9,64,34
2023,17,401507210,16,3,66,27
2023,17,401507216,2,8,69,40
2023,17,401507221,9,9,72,36
2023,17,401507229,10,2,65,30
2023,17,401507234,9,3,60,27
2023,17,401507240,3,16,72,43
2023,17,401507243,9,12,72,36
2023,17,401507248,10,11,68,37
2023,17,401507256,14,9,66,29
2023,17,401507261,7,9,69,36
2023,17,401507266,6,3,76,38
2023,17,401507278,7,6,64,32
2023,17,401507282,3,7,65,34
2023,17,401507292,23,2,70,23
2023,17,401507298,9,10,74,37
2023,17,401507304,9,10,77,42
2023,17,401507310,16,10,77,32
2023,17,401507311,9,7,72,32
2023,17,401507317,20,3,75,27
2023,17,401507322,7,11,69,35
2023,17,401507329,10,10,71,34
2023,17,401507332,22,3,65,20
2023,17,401507338,14,6,69,31
2023,17,401507343,5,5,62,29
2023,17,401507348,8,3,75,35
2023,17,401507363,6,15,70,38
2023,17,401507368,7,12,70,37
2023,17,401507376,17,0,69,23
2023,17,401578550,11,5,74,32
2023,17,401578554,21,10,77,32
2023,17,401578562,7,9,69,37
2023,17,401578564,7,7,65,30
2023,17,401578566,12,4,59,24
2023,17,401578571,5,5,64,35
2023,17,401578572,10,11,70,37
2023,17,401578573,19,1,69,23
2023,17,401578574,13,6,67,28
2023,18,401507130,23,3,66,21
2023,18,401507136,17,6,68,25
2023,18,401507139,5,2,61,29
2023,18,401507145,17,4,63,22
2023,18,401507151,15,4,72,29
2023,18,401507154,9,5,71,36
2023,18,401507161,11,4,62,28
2023,18,401507164,15,5,71,29
2023,18,401507169,8,8,70,37
2023,18,401507177,10,5,73,32
2023,18,401507185,9,6,67,31
2023,18,401507194,4,5,64,34
2023,18,401507198,14,10,69,32
2023,18,401507201,8,4,60,27
2023,18,401507207,13,11,80,40
2023,18,401507211,20,5,79,31
2023,18,401507221,10,7,70,33
2023,18,401507231,9,17,63,34
2023,18,401507237,5,9,65,33
2023,18,401507245,10,9,69,34
2023,18,401507250,13,3,61,22
2023,18,401507253,10,1,68,29
2023,18,401507258,14,8,66,29
2023,18,401507267,12,2,66,29
2023,18,401507274,15,3,72,28
2023,18,401507280,6,7,71,36
2023,18,401507286,10,6,63,31
2023,18,401507295,10,6,70,32
2023,18,401507301,11,5,71,30
2023,18,401507306,10,5,73,33
2023,18,401507312,17,5,71,27
2023,18,401507319,5,5,57,27
2023,18,401507323,12,5,61,24
2023,18,401507327,8,8,68,32
2023,18,401507334,6,5,65,32
2023,18,401507342,14,6,55,24
2023,18,401507346,15,1,63,21
2023,18,401507353,6,12,67,34
2023,18,401507359,9,6,58,29
2023,18,401507365,12,7,74,34
2023,18,401578549,10,5,70,33
2023,18,401578553,11,7,64,28
2023,18,401578557,13,13,65,36
2023,18,401578561,13,9,69,31
2023,18,401578563,13,2,68,27
2023,18,401578565,5,3,70,33
2023,18,401578567,6,4,77,35
2023,19,401507132,16,9,72,31
2023,19,401507138,13,3,70,28
2023,19,401507143,10,6,61,27
2023,19,401507148,11,4,75,34
2023,19,401507150,21,3,77,25
2023,19,401507157,11,4,71,30
2023,19,401507162,15,8,67,30
2023,19,401507165,6,5,68,33
2023,19,401507173,5,1,67,27
2023,19,401507176,12,3,70,30
2023,19,401507186,6,9,68,35
2023,19,401507192,14,4,61,27
2023,19,401507200,20,4,61,18
2023,19,401507207,13,8,65,29
2023,19,401507214,13,8,66,30
2023,19,401507220,7,15,65,37
2023,19,401507224,10,9,68,34
2023,19,401507233,19,6,68,25
2023,19,401507241,15,3,73,30
2023,19,401507245,7,2,62,25
2023,19,401507255,18,3,76,26
2023,19,401507259,13,5,69,29
2023,19,401507266,6,3,70,33
2023,19,401507272,15,7,66,27
2023,19,401507277,8,13,74,39
2023,19,401507288,5,9,69,38
2023,19,401507294,12,10,64,31
2023,19,401507297,10,4,76,32
2023,19,401507303,12,4,70,29
2023,19,401507307,9,1,67,28
2023,19,401507314,14,6,68,27
2023,19,401507319,11,5,63,26
2023,19,401507324,11,13,77,39
2023,19,401507329,9,4,77,35
2023,19,401507337,7,2,73,31
2023,19,401507341,8,3,65,30
2023,19,401507349,16,2,72,27
2023,19,401507354,7,9,77,38
2023,19,401507361,14,8,75,35
2023,19,401507365,5,12,60,34
2023,19,401578550,19,1,72,24
2023,19,401578554,14,5,65,25
2023,20,401507135,23,6,82,29
2023,20,401507140,14,5,69,29
2023,20,401507147,11,3,65,25
2023,20,401507150,10,7,70,30
2023,20,401507156,12,9,74,34
2023,20,401507170,18,10,67,30
2023,20,401507177,6,1,62,26
2023,20,401507182,11,2,71,31
2023,20,401507185,6,7,64,32
2023,20,401507193,2,8,66,37
2023,20,401507196,20,2,67,22
2023,20,401507203,11,2,68,26
2023,20,401507215,14,4,74,28
2023,20,401507219,6,3,69,33
2023,20,401507223,5,13,68,37
2023,20,401507230,7,9,67,33
2023,20,401507233,10,6,69,33
2023,20,401507241,10,7,75,35
2023,20,401507247,4,5,69,32
2023,20,401507249,18,7,72,29
2023,20,401507253,14,3,64,25
2023,20,401507258,27,2,69,21
2023,20,401507264,9,5,67,31
2023,20,401507271,13,5,73,31
2023,20,401507275,9,3,58,27
2023,20,401507282,9,2,67,29
2023,20,401507285,12,3,62,25
2023,20,401507291,3,2,62,30
2023,20,401507302,22,0,73,23
2023,20,401507305,17,4,60,24
2023,20,401507310,15,2,62,23
2023,20,401507314,16,5,69,28
2023,20,401507322,11,8,67,33
2023,20,401507331,9,9,62,30
2023,20,401507335,16,4,69,26
2023,20,401507339,7,10,75,39
2023,20,401507347,12,2,74,29
2023,20,401507357,9,3,72,33
2023,20,401507360,11,2,66,25
2023,20,401507364,10,1,68,26
2023,20,401578552,19,6,76,28
2023,20,401578556,12,3,68,28
2024,3,401620222,11,8,82,37
2024,3,401620229,14,2,66,23
2024,3,401620234,10,3,70,30
2024,3,401620246,3,7,75,39
2024,3,401620248,15,3,76,32
2024,3,401620258,7,8,62,32
2024,3,401620264,10,5,65,30
2024,3,401620269,19,4,74,28
2024,3,401620275,11,0,73,29
2024,3,401620289,8,7,65,31
2024,3,401620293,13,2,61,23
2024,3,401620298,9,8,73,35
2024,3,401620304,16,1,65,23
2024,3,401620308,12,4,66,26
2024,3,401620312,11,3,68,28
2024,3,401620315,15,12,76,37
2024,3,401620322,12,7,71,33
2024,3,401620327,10,5,62,26
2024,3,401620332,9,7,67,33
2024,3,401620335,13,6,69,31
2024,3,401620341,10,8,76,35
2024,3,401620349,8,10,64,32
2024,3,401620355,11,5,71,31
2024,3,401620365,5,9,76,39
2024,3,401620371,14,4,66,29
2024,3,401620380,15,4,66,25
2024,3,401620384,10,3,69,30
2024,3,401620392,4,5,76,40
2024,3,401620396,7,5,75,36
2024,3,401620403,12,12,83,40
2024,3,401620413,11,10,72,31
2024,3,401620419,8,9,65,33
2024,3,401620427,12,5,74,30
2024,3,401620430,9,8,72,34
2024,3,401620435,16,2,71,26
2024,3,401620438,18,5,78,30
2024,3,401620441,6,14,74,42
2024,3,401620456,14,8,70,30
2024,5,401620219,3,3,50,24
2024,5,401620224,17,4,60,22
2024,5,401620227,16,3,80,33
2024,5,401620232,7,8,69,33
2024,5,401620241,9,3,69,29
2024,5,401620244,12,4,70,30
2024,5,401620250,12,1,68,26
2024,5,401620255,13,2,70,29
2024,5,401620261,14,5,69,27
2024,5,401620263,13,1,73,27
2024,5,401620273,12,5,62,28
2024,5,401620283,10,1,62,25
2024,5,401620288,11,3,72,32
2024,5,401620296,1,5,62,35
2024,5,401620301,2,4,61,31
2024,5,401620306,2,11,65,37
2024,5,401620313,11,8,69,32
2024,5,401620318,13,6,65,29
2024,5,401620325,12,7,63,28
2024,5,401620330,19,3,77,28
2024,5,401620338,12,7,67,32
2024,5,401620346,4,3,58,31
2024,5,401620352,15,14,81,39
2024,5,401620359,9,1,70,31
2024,5,401620365,3,9,71,38
2024,5,401620370,11,5,74,34
2024,5,401620377,12,9,73,34
2024,5,401620390,16,9,76,33
2024,5,401620393,18,4,76,31
2024,5,401620397,8,7,66,31
2024,5,401620402,8,4,66,32
2024,5,401620416,7,8,67,33
2024,5,401620421,12,5,75,32
2024,5,401620425,8,10,61,32
2024,5,401620432,17,3,73,29
2024,5,401620437,10,6,62,28
2024,5,401620441,8,7,76,38
2024,5,401620454,5,11,64,34
2024,5,401721253,11,1,67,27
2024,5,401721254,15,8,76,33
2024,6,401620223,15,5,72,28
2024,6,401620228,5,7,66,34
2024,6,401620236,10,8,55,26
2024,6,401620241,13,3,59,25
2024,6,401620248,16,5,76,30
2024,6,401620250,9,6,53,25
2024,6,401620256,11,2,60,24
2024,6,401620265,9,0,60,24
2024,6,401620270,25,0,77,20
2024,6,401620275,11,5,70,33
2024,6,401620282,9,9,65,32
2024,6,401620286,14,1,69,27
2024,6,401620292,9,3,64,28
2024,6,401620297,16,4,68,24
2024,6,401620309,10,4,68,29
2024,6,401620320,8,5,63,29
2024,6,401620331,10,6,60,28
2024,6,401620336,16,1,76,27
2024,6,401620343,14,2,75,29
2024,6,401620344,9,2,56,23
2024,6,401620355,11,11,70,35
2024,6,401620361,16,7,69,28
2024,6,401620368,14,1,64,23
2024,6,401620374,17,4,74,29
2024,6,401620379,14,1,66,26
2024,6,401620387,21,5,75,28
2024,6,401620392,9,16,65,39
2024,6,401620399,6,10,68,35
2024,6,401620410,14,4,62,23
2024,6,401620416,15,2,77,31
2024,6,401620422,9,5,66,29
2024,6,401620428,9,3,54,22
2024,6,401620434,4,2,65,32
2024,6,401620446,11,7,73,33
2024,6,401620450,24,1,83,28
2024,6,401620455,12,9,59,25
2024,8,401620221,8,7,75,34
2024,8,401620226,8,1,65,27
2024,8,401620238,8,8,60,29
2024,8,401620247,9,10,62,31
2024,8,401620254,13,1,65,24
2024,8,401620260,10,10,73,36
2024,8,401620264,13,6,71,32
2024,8,401620270,8,6,65,32
2024,8,401620276,14,3,72,28
2024,8,401620281,5,2,60,27
2024,8,401620285,4,13,67,37
2024,8,401620292,4,3,61,30
2024,8,401620298,13,8,67,30
2024,8,401620302,16,2,76,27
2024,8,401620310,5,0,62,26
2024,8,401620315,6,6,70,33
2024,8,401620324,12,3,65,25
2024,8,401620328,17,5,67,26
2024,8,401620333,7,6,62,28
2024,8,401620339,16,5,70,27
2024,8,401620344,5,7,65,32
2024,8,401620353,19,2,62,19
2024,8,401620359,13,0,70,27
2024,8,401620364,13,1,75,29
2024,8,401620372,6,18,64,37
2024,8,401620383,5,13,64,38
2024,8,401620388,8,6,61,31
2024,8,401620390,7,9,65,33
2024,8,401620400,4,2,72,33
2024,8,401620403,9,1,68,27
2024,8,401620421,12,5,73,33
2024,8,401620424,13,3,66,27
2024,8,401620429,6,7,64,32
2024,8,401620439,14,6,73,33
2024,8,401620442,3,7,66,35
2024,8,401620447,8,6,64,30
2024,8,401620455,19,1,56,16
2024,8,401677672,9,8,69,33
2024,8,401721261,10,7,69,34
2024,8,401725075,11,3,65,27
2024,8,401725076,14,8,62,28
2024,8,401725077,1,4,61,35
2024,8,401725078,9,6,60,28
2024,8,401725079,9,9,69,34
2024,8,401726988,5,8,63,31
2024,8,401726989,10,5,60,27
2024,8,401726990,15,2,75,29
2024,8,401726991,5,4,65,29
2024,9,401620178,11,6,68,32
2024,9,401620224,13,8,78,36
2024,9,401620227,6,7,64,31
2024,9,401620233,10,2,63,26
2024,9,401620252,17,7,68,28
2024,9,401620259,10,6,63,28
2024,9,401620263,6,14,66,38
2024,9,401620267,17,6,78,34
2024,9,401620272,14,3,74,29
2024,9,401620277,5,6,60,31
2024,9,401620279,9,7,65,31
2024,9,401620294,8,10,68,33
2024,9,401620300,6,2,76,32
2024,9,401620309,4,8,68,37
2024,9,401620311,15,16,70,36
2024,9,401620323,13,3,71,28
2024,9,401620328,12,4,75,28
2024,9,401620338,13,7,71,29
2024,9,401620345,5,5,57,28
2024,9,401620350,8,6,63,30
2024,9,401620354,9,3,71,30
2024,9,401620362,6,3,59,26
2024,9,401620368,6,9,73,39
2024,9,401620373,14,3,74,30
2024,9,401620380,10,5,74,34
2024,9,401620384,24,4,77,27
2024,9,401620389,16,3,65,24
2024,9,401620394,17,4,70,29
2024,9,401620399,5,4,63,32
2024,9,401620405,8,8,67,34
2024,9,401620417,12,1,70,27
2024,9,401620426,15,4,69,27
2024,9,401620430,7,11,70,38
2024,9,401620435,11,7,69,33
2024,9,401620442,12,2,69,27
2024,9,401620448,8,9,75,34
2024,9,401620453,8,2,60,24
2024,9,401677672,16,10,69,31
2024,9,401721255,6,4,67,29
2024,9,401721258,9,8,71,35
2024,9,401724938,6,6,60,30
2024,9,401724939,5,7,67,33
2024,9,401724940,15,3,67,26
2024,9,401724941,16,2,71,28
2024,9,401726988,19,7,77,30
2024,9,401726989,9,7,61,29
2024,9,401726990,7,2,61,28
2024,9,401726991,10,5,71,31
2024,11,401620220,18,6,76,29
2024,11,401620230,13,2,66,27
2024,11,401620235,11,7,78,37
2024,11,401620246,13,3,75,31
2024,11,401620249,25,0,63,15
2024,11,401620252,10,5,68,29
2024,11,401620260,8,1,62,24
2024,11,401620265,19,6,66,28
2024,11,401620268,21,3,68,23
2024,11,401620276,14,2,70,29
2024,11,401620290,4,11,72,39
2024,11,401620295,4,6,62,31
2024,11,401620300,5,14,69,38
2024,11,401620310,25,3,74,23
2024,11,401620320,4,11,69,35
2024,11,401620325,13,4,68,27
2024,11,401620326,10,5,60,26
2024,11,401620332,2,6,65,36
2024,11,401620343,8,1,59,27
2024,11,401620349,5,13,61,36
2024,11,401620352,11,8,70,29
2024,11,401620356,13,5,69,28
2024,11,401620360,6,13,65,35
2024,11,401620366,4,11,59,33
2024,11,401620370,9,4,60,25
2024,11,401620378,7,4,62,28
2024,11,401620382,15,5,61,24
2024,11,401620385,7,4,66,32
2024,11,401620394,10,7,67,31
2024,11,401620400,11,0,68,26
2024,11,401620411,10,8,61,29
2024,11,401620415,7,2,55,23
2024,11,401620418,9,1,68,27
2024,11,401620423,15,2,66,24
2024,11,401620440,24,7,72,27
2024,11,401620444,11,16,66,36
2024,11,401620450,4,5,64,30
2024,11,401620457,15,2,63,24
2024,11,401721261,9,5,74,37
2024,14,401620221,18,3,78,29
2024,14,401620226,12,3,63,26
2024,14,401620231,11,3,68,28
2024,14,401620233,17,2,70,24
2024,14,401620245,2,13,60,37
2024,14,401620251,15,7,64,28
2024,14,401620255,7,9,75,42
2024,14,401620268,15,4,69,28
2024,14,401620274,17,1,72,26
2024,14,401620281,18,3,75,26
2024,14,401620286,7,4,79,37
2024,14,401620289,5,6,69,36
2024,14,401620295,21,5,75,29
2024,14,401620318,6,6,70,32
2024,14,401620322,5,10,68,35
2024,14,401620327,11,6,71,32
2024,14,401620337,8,4,66,30
2024,14,401620342,19,7,69,29
2024,14,401620353,8,6,71,33
2024,14,401620358,16,4,75,30
2024,14,401620361,12,8,68,31
2024,14,401620369,10,3,70,32
2024,14,401620377,11,7,72,28
2024,14,401620381,15,3,70,27
2024,14,401620395,17,3,74,28
2024,14,401620401,17,7,72,31
2024,14,401620405,12,7,71,33
2024,14,401620407,8,3,71,30
2024,14,401620417,9,4,70,30
2024,14,401620423,15,7,84,36
2024,14,401620434,12,11,70,33
2024,14,401620438,14,10,74,34
2024,14,401620446,7,4,71,33
2024,14,401620451,7,5,63,30
2024,14,401620457,15,9,78,35
2024,14,401721256,18,5,68,25
2024,14,401721262,16,2,75,29
2024,16,401620178,16,4,78,31
2024,16,401620225,8,7,58,28
2024,16,401620231,15,5,62,25
2024,16,401620236,16,10,64,27
2024,16,401620245,22,4,70,24
2024,16,401620259,5,3,60,28
2024,16,401620266,16,1,64,20
2024,16,401620271,16,7,64,27
2024,16,401620273,11,3,72,31
2024,16,401620279,8,8,67,33
2024,16,401620284,5,4,65,31
2024,16,401620291,10,5,64,28
2024,16,401620301,9,1,70,29
2024,16,401620308,7,3,70,34
2024,16,401620312,9,7,63,31
2024,16,401620316,11,15,60,32
2024,16,401620321,10,4,65,28
2024,16,401620331,12,7,67,32
2024,16,401620334,15,3,70,27
2024,16,401620339,13,6,60,25
2024,16,401620346,14,9,75,33
2024,16,401620357,18,8,69,29
2024,16,401620360,8,6,72,33
2024,16,401620372,5,4,60,29
2024,16,401620381,12,3,72,28
2024,16,401620387,12,4,73,33
2024,16,401620395,9,5,68,30
2024,16,401620398,12,5,66,29
2024,16,401620406,10,9,63,30
2024,16,401620413,14,3,77,31
2024,16,401620418,2,6,68,36
2024,16,401620424,12,5,70,29
2024,16,401620436,7,3,60,26
2024,16,401620443,12,3,54,22
2024,16,401620448,10,1,61,23
2024,16,401620454,12,8,71,33
2024,17,401620220,14,4,71,29
2024,17,401620228,11,3,73,31
2024,17,401620235,10,7,78,33
2024,17,401620244,4,3,73,35
2024,17,401620254,14,6,72,30
2024,17,401620269,7,7,70,34
2024,17,401620274,18,2,67,21
2024,17,401620282,9,4,68,30
2024,17,401620285,11,8,62,28
2024,17,401620290,11,9,69,33
2024,17,401620294,17,8,69,31
2024,17,401620317,7,11,66,33
2024,17,401620321,4,4,63,30
2024,17,401620330,10,4,71,32
2024,17,401620334,3,14,64,38
2024,17,401620336,3,5,60,29
2024,17,401620341,10,5,81,37
2024,17,401620351,17,4,70,29
2024,17,401620357,8,7,70,34
2024,17,401620373,18,3,65,24
2024,17,401620383,11,5,71,33
2024,17,401620388,11,5,57,26
2024,17,401620391,19,4,81,31
2024,17,401620396,6,9,62,31
2024,17,401620404,15,5,69,31
2024,17,401620411,1,8,66,37
2024,17,401620414,6,7,61,32
2024,17,401620420,16,1,65,25
2024,17,401620426,13,3,64,23
2024,17,401620432,11,2,70,31
2024,17,401620437,14,4,70,28
2024,17,401620445,8,10,71,35
2024,17,401620451,8,11,60,32
2024,17,401620456,17,9,75,35
2024,17,401721256,16,5,69,30
2024,17,401721262,9,9,66,31
2024,17,401724938,9,6,67,29
2024,17,401724939,10,2,69,30
2024,17,401724940,3,6,71,37
2024,17,401724941,23,1,64,21
2024,18,401620219,9,7,66,32
2024,18,401620225,15,4,68,29
2024,18,401620232,16,3,74,30
2024,18,401620238,10,7,59,26
2024,18,401620243,8,6,63,31
2024,18,401620249,27,5,77,27
2024,18,401620258,12,6,60,29
2024,18,401620262,11,6,66,28
2024,18,401620266,10,4,57,27
2024,18,401620277,10,3,71,29
2024,18,401620283,6,3,65,30
2024,18,401620287,9,5,62,28
2024,18,401620293,6,2,67,30
2024,18,401620316,3,3,62,28
2024,18,401620319,12,0,59,23
2024,18,401620326,6,7,59,28
2024,18,401620333,12,4,66,30
2024,18,401620340,13,8,64,28
2024,18,401620345,17,3,67,24
2024,18,401620356,14,11,78,37
2024,18,401620362,10,6,66,28
2024,18,401620371,8,16,66,38
2024,18,401620375,13,2,65,23
2024,18,401620379,18,4,73,28
2024,18,401620386,15,5,68,25
2024,18,401620389,13,4,72,30
2024,18,401620397,7,3,66,30
2024,18,401620406,8,8,60,30
2024,18,401620407,6,8,59,32
2024,18,401620420,14,11,56,25
2024,18,401620428,12,7,69,32
2024,18,401620440,8,4,75,33
2024,18,401620445,10,4,64,27
2024,18,401620447,8,5,66,30
2024,18,401620452,7,6,70,35
2024,18,401721253,11,9,73,36
2024,18,401721254,15,6,72,30
2024,18,401725075,16,4,75,31
2024,18,401725076,15,4,66,24
2024,18,401725077,15,5,73,30
2024,18,401725078,5,10,67,36
2024,18,401725079,15,4,65,25
2024,19,401620222,18,4,74,29
2024,19,401620229,16,4,80,32
2024,19,401620243,14,10,64,28
2024,19,401620251,14,7,66,27
2024,19,401620256,13,5,75,32
2024,19,401620261,13,3,69,28
2024,19,401620267,23,3,74,24
2024,19,401620271,18,4,79,30
2024,19,401620278,4,2,60,29
2024,19,401620287,7,8,58,28
2024,19,401620291,10,4,66,30
2024,19,401620296,13,8,81,33
2024,19,401620304,11,6,69,32
2024,19,401620313,6,7,62,31
2024,19,401620317,15,8,78,34
2024,19,401620324,29,3,82,25
2024,19,401620329,16,12,70,33
2024,19,401620337,9,6,72,34
2024,19,401620342,18,5,78,29
2024,19,401620350,15,11,74,34
2024,19,401620354,15,4,69,28
2024,19,401620366,19,4,73,27
2024,19,401620374,7,3,72,35
2024,19,401620378,21,3,78,28
2024,19,401620386,11,8,65,29
2024,19,401620391,22,4,82,30
2024,19,401620398,5,3,58,27
2024,19,401620402,18,7,72,29
2024,19,401620414,14,6,60,25
2024,19,401620422,5,9,70,36
2024,19,401620427,9,8,70,35
2024,19,401620439,20,5,68,25
2024,19,401620444,12,8,72,32
2024,19,401620449,11,2,61,25
2024,19,401620452,14,2,62,21
2024,20,401620223,5,7,67,34
2024,20,401620230,12,2,66,27
2024,20,401620234,13,5,72,30
2024,20,401620247,11,6,68,31
2024,20,401620262,22,0,67,19
2024,20,401620272,25,7,64,22
2024,20,401620278,6,0,68,31
2024,20,401620284,14,1,67,24
2024,20,401620288,13,4,67,28
2024,20,401620297,11,5,68,30
2024,20,401620302,23,1,66,19
2024,20,401620306,29,6,65,22
2024,20,401620311,15,1,79,30
2024,20,401620319,9,6,57,28
2024,20,401620323,10,9,60,29
2024,20,401620329,8,4,68,30
2024,20,401620335,2,4,61,34
2024,20,401620340,9,2,59,24
2024,20,401620351,19,2,77,29
2024,20,401620358,11,1,73,28
2024,20,401620364,8,4,59,29
2024,20,401620369,9,10,63,30
2024,20,401620375,6,1,63,26
2024,20,401620382,22,5,73,25
2024,20,401620385,14,2,74,29
2024,20,401620393,13,1,73,27
2024,20,401620401,10,4,73,32
2024,20,401620404,18,4,71,26
2024,20,401620410,12,6,70,32
2024,20,401620415,17,1,68,24
2024,20,401620419,10,8,70,34
2024,20,401620425,11,5,83,34
2024,20,401620429,16,1,70,21
2024,20,401620436,26,1,73,21
2024,20,401620443,14,6,61,25
2024,20,401620449,10,8,62,30
2024,20,401620453,5,5,62,31
2024,20,401721255,11,4,68,27
2024,20,401721258,3,6,65,35
